ID, FILENAME, URI,TITLE,AUTHOR,UPLOAD_DATE,DURATION,TOPIC1,TOPIC2,TOPIC3
1959,SarahKay_2011.stm,/talks/sarah_kay_if_i_should_have_a_daughter,If I should have a daughter ...,Sarah Kay,2011-03-18,18M25S,entertainment,performance,poetry
1960,SarahKay_2011X.stm,/talks/ken_jennings_watson_jeopardy_and_me_the_obsolete_know_it_all,"Watson, Jeopardy and me, the obsolete know-it-all",Ken Jennings,2013-04-05,17M52S,TEDx,computers,entertainment
1961,SarahLewis_2014.stm,/talks/sarah_lewis_embrace_the_near_win,Embrace the near win,Sarah Lewis,2014-04-21,11M41S,art,motivation,personal growth
1962,SarahParcak_2012U.stm,/talks/sarah_parcak_archaeology_from_space,Archaeology from space,Sarah Parcak,2012-06-14,5M20S,Egypt,TED Fellows,exploration
1963,SarahParcak_2016.stm,/talks/sarah_parcak_help_discover_ancient_ruins_before_it_s_too_late,Help discover ancient ruins -- before it's too late,Sarah Parcak,2017-01-30,21M48S,ancient world,archaeology,collaboration
1964,SarahParcak_2016T.stm,/talks/sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites,Hunting for Peru's lost civilizations -- with satellites,Sarah Parcak,2016-08-17,6M59S,ancient world,archaeology,conservation
1965,SaraLewis_2014.stm,/talks/sara_lewis_the_loves_and_lies_of_fireflies,The loves and lies of fireflies,Sara Lewis,2014-07-01,13M51S,biology,evolution,insects
1966,SaraRamirez_2015P.stm,/talks/sara_ramirez_rollercoaster,"""Rollercoaster""",Sara Ramirez,2017-03-03,4M59S,music,performance,entertainment
1967,SaraSeager_2015.stm,/talks/sara_seager_the_search_for_planets_beyond_our_solar_system,The search for planets beyond our solar system,Sara Seager,2015-05-28,16M14S,Planets,astronomy,science
1968,Saraswati_2009P.stm,/talks/dayananda_saraswati_the_profound_journey_of_compassion,The profound journey of compassion,Dayananda Saraswati,2008-10-31,16M54S,compassion,global issues,religion
1969,SasaVucinic_2005G.stm,/talks/david_pogue_simplicity_sells,Simplicity sells,David Pogue,2006-06-27,21M26S,computers,entertainment,media
1970,SaulGriffith_2006.stm,/talks/saul_griffith_everyday_inventions,Everyday inventions,Saul Griffith,2007-02-19,14M29S,collaboration,design,innovation
1971,SaulGriffith_2009.stm,/talks/saul_griffith_high_altitude_wind_energy_from_kites,High-altitude wind energy from kites!,Saul Griffith,2009-03-23,5M25S,energy,engineering,environment
1972,SayuBhojwani_2016S.stm,/talks/sayu_bhojwani_immigrant_voices_make_democracy_stronger,Immigrant voices make democracy stronger,Sayu Bhojwani,2016-10-04,12M42S,community,democracy,government
1973,ScillaElworthy_2012X.stm,/talks/scilla_elworthy_fighting_with_nonviolence,Fighting with nonviolence,Scilla Elworthy,2012-08-05,15M47S,TEDx,activism,global issues
1974,ScottDinsmore_2012X.stm,/talks/carne_ross_an_independent_diplomat,An independent diplomat,Carne Ross,2010-09-09,20M38S,global issues,innovation,politics
1975,ScottFraser_2012X.stm,/talks/scott_fraser_why_eyewitnesses_get_it_wrong,Why eyewitnesses get it wrong,Scott Fraser,2012-09-10,20M50S,TEDx,crime,global issues
1976,ScottKim_2008P.stm,/talks/scott_kim_the_art_of_puzzles,The art of puzzles,Scott Kim,2009-12-04,11M49S,art,computers,design
1977,ScottMcCloud_2005.stm,/talks/vs_ramachandran_3_clues_to_understanding_your_brain,3 clues to understanding your brain,VS Ramachandran,2007-10-21,23M34S,brain,consciousness,culture
1978,SeanCarroll_2010X.stm,/talks/sean_carroll_distant_time_and_the_hint_of_a_multiverse,Distant time and the hint of a multiverse,Sean Carroll,2011-05-05,15M54S,String theory,TEDx,astronomy
1979,SeanFollmer_2015X.stm,/talks/sean_follmer_shape_shifting_tech_will_change_work_as_we_know_it,Shape-shifting tech will change work as we know it,Sean Follmer,2016-02-09,9M22S,collaboration,computers,design
1980,SeanGourley_2009U.stm,/talks/sean_gourley_the_mathematics_of_war,The mathematics of war,Sean Gourley,2009-05-04,7M19S,TED Fellows,math,physics
1981,SebastianDeterding_2011X.stm,/talks/sebastian_deterding_what_your_designs_say_about_you,What your designs say about you,Sebastian Deterding,2012-05-31,12M23S,TEDx,communication,culture
1982,SebastianJunger_2014S.stm,/talks/sebastian_junger_why_veterans_miss_war,Why veterans miss war,Sebastian Junger,2014-05-23,13M8S,film,global issues,journalism
1983,SebastianJunger_2015P.stm,/talks/sebastian_junger_our_lonely_society_makes_it_hard_to_come_home_from_war,Our lonely society makes it hard to come home from war,Sebastian Junger,2016-05-18,13M28S,culture,depression,film
1984,SebastianKraves_2016S.stm,/talks/sebastian_kraves_the_era_of_personal_dna_testing_is_here,The era of personal DNA testing is here,Sebastian Kraves,2016-09-22,13M4S,biology,cancer,biotech
1985,SebastianSeung_2010G.stm,/talks/sebastian_seung_i_am_my_connectome,I am my connectome,Sebastian Seung,2010-09-28,19M25S,brain,science,technology
1986,SebastianThrun_2011.stm,/talks/sebastian_thrun_google_s_driverless_car,Google's driverless car,Sebastian Thrun,2011-03-31,4M14S,business,robots,science
1987,SebastianWernicke_2010A.stm,/talks/sebastian_wernicke_lies_damned_lies_and_statistics_about_tedtalks,"Lies, damned lies and statistics (about TEDTalks)",Sebastian Wernicke,2010-04-30,5M59S,comedy,entertainment,statistics
1988,SebastianWernicke_2011X.stm,/talks/sebastian_wernicke_1_000_ted_talks_in_six_words,"1,000 TED Talks in six words",Sebastian Wernicke,2012-01-06,7M34S,TEDx,statistics,visualizations
1989,SebastianWernicke_2015X.stm,/talks/sebastian_wernicke_how_to_use_data_to_make_a_hit_tv_show,How to use data to make a hit TV show,Sebastian Wernicke,2016-01-05,12M25S,TEDx,algorithm,brain
1990,SebastiaoSalgado_2013.stm,/talks/sebastiao_salgado_the_silent_drama_of_photography,The silent drama of photography,Sebastião Salgado,2013-05-01,16M53S,Brazil,activism,environment
1991,SeemaBansal_2016S.stm,/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money,How to fix a broken education system ... without any more money,Seema Bansal,2016-06-22,14M28S,communication,community,education
1992,SendhilMullainathan_2009I.stm,/talks/sendhil_mullainathan_solving_social_problems_with_a_nudge,Solving social problems with a nudge,Sendhil Mullainathan,2010-02-01,18M1S,brain,economics,global issues
1993,SerenaWilliams_2017.stm,/talks/serena_williams_and_gayle_king_on_tennis_love_and_motherhood,"On tennis, love and motherhood",Serena Williams and Gayle King,2017-04-27,18M28S,sports,love,parenting
1994,SergeiLupashin_2014S.stm,/talks/sergei_lupashin_a_flying_camera_on_a_leash,A flying camera ... on a leash,Sergei Lupashin,2014-10-28,6M23S,TED Fellows,drones,photography
1995,SergeyBrin_2004.stm,/talks/david_pogue_simplicity_sells,Simplicity sells,David Pogue,2006-06-27,21M26S,computers,entertainment,media
1996,SergeyBrin_2013.stm,/talks/sergey_brin_why_google_glass,Why Google Glass?,Sergey Brin,2013-05-17,7M15S,culture,design,technology
1997,SethBerkley_2010.stm,/talks/seth_berkley_hiv_and_flu_the_vaccine_strategy,HIV and flu -- the vaccine strategy,Seth Berkley,2010-05-27,21M5S,AIDS,Vaccines,global issues
1998,SethBerkley_2015.stm,/talks/seth_berkley_the_troubling_reason_why_vaccines_are_made_too_late_if_they_re_made_at_all,The troubling reason why vaccines are made too late ... if they're made at all,Seth Berkley,2015-08-25,7M17S,Vaccines,ebola,economics
1999,SethGodin_2003.stm,/talks/seth_godin_how_to_get_your_ideas_to_spread,How to get your ideas to spread,Seth Godin,2007-04-05,17M1S,business,culture,marketing
2000,SethGodin_2009.stm,/talks/seth_godin_the_tribes_we_lead,The tribes we lead,Seth Godin,2009-05-10,17M29S,communication,community,marketing
2001,SethPriebatsch_2010X.stm,/talks/seth_priebatsch_the_game_layer_on_top_of_the_world,The game layer on top of the world,Seth Priebatsch,2010-08-20,12M2S,TEDx,business,entertainment
2002,SethShostak_2012X.stm,/talks/seth_shostak_et_is_probably_out_there_get_ready,ET is (probably) out there -- get ready,Seth Shostak,2012-06-02,18M40S,TEDx,astronomy,science
2003,SeverineAutesserre_2014G.stm,/talks/severine_autesserre_to_solve_mass_violence_look_to_locals,"To solve mass violence, look to locals",Severine Autesserre,2015-01-27,16M1S,government,war,
2004,SeyiOyesola_2007G.stm,/talks/maira_kalman_the_illustrated_woman,The illustrated woman,Maira Kalman,2007-10-16,17M30S,art,culture,design
2005,ShabanaBasijRasikh_2012X.stm,/talks/shabana_basij_rasikh_dare_to_educate_afghan_girls,Dare to educate Afghan girls,Shabana Basij-Rasikh,2013-02-11,9M36S,TEDx,education,feminism
2006,ShaffiMather_2009I.stm,/talks/shaffi_mather_a_new_way_to_fight_corruption,A new way to fight corruption,Shaffi Mather,2009-12-21,10M41S,Asia,TED Fellows,crime
2007,ShahRukhKhan_2017.stm,/talks/shah_rukh_khan_thoughts_on_humanity_fame_and_love,"Thoughts on humanity, fame and love",Shah Rukh Khan,2017-05-11,17M51S,aging,art,dance
2008,ShaiAgassi_2009.stm,/talks/juan_enriquez_the_life_code_that_will_reshape_the_future,The life code that will reshape the future,Juan Enriquez,2007-04-05,22M20S,DNA,biotech,business
2009,ShaiReshef_2014.stm,/talks/shai_reshef_an_ultra_low_cost_college_degree,An ultra-low-cost college degree,Shai Reshef,2014-08-04,10M48S,business,computers,education
2010,ShakaSenghor_2014.stm,/talks/shaka_senghor_why_your_worst_deeds_don_t_define_you,Why your worst deeds don’t define you,Shaka Senghor,2014-06-23,12M,crime,culture,prison
2011,ShaneKoyczan_2013.stm,/talks/shane_koyczan_to_this_day_for_the_bullied_and_beautiful,To This Day ... for the bullied and beautiful,Shane Koyczan,2013-03-08,12M3S,bullying,compassion,depression
2012,ShaoLanHsueh_2013.stm,/talks/shaolan_learn_to_read_chinese_with_ease,Learn to read Chinese ... with ease!,ShaoLan,2013-05-07,6M10S,china,education,language
2013,ShaoLanHsueh_2016U.stm,/talks/shaolan_the_chinese_zodiac_explained,"The Chinese zodiac, explained",ShaoLan,2016-06-08,6M4S,china,economics,entrepreneur
2014,SharmeenObaidChinoy_2010U.stm,/talks/sharmeen_obaid_chinoy_inside_a_school_for_suicide_bombers,Inside a school for suicide bombers,Sharmeen Obaid-Chinoy,2010-05-26,8M9S,TED Fellows,culture,film
2015,SharonBrous_2016W.stm,/talks/sharon_brous_it_s_time_to_reclaim_religion,It's time to reclaim religion,Sharon Brous,2016-12-21,16M27S,communication,community,humanity
2016,ShashiTharoor_2009I.stm,/talks/shashi_tharoor_why_nations_should_pursue_soft_power,Why nations should pursue soft power,Shashi Tharoor,2009-11-30,17M53S,business,culture,entertainment
2017,ShawnAchor_2011X.stm,/talks/shawn_achor_the_happy_secret_to_better_work,The happy secret to better work,Shawn Achor,2012-02-01,12M20S,TEDx,business,happiness
2018,SheaHembrey_2011.stm,/talks/shea_hembrey_how_i_became_100_artists,How I became 100 artists,Shea Hembrey,2011-06-14,16M48S,art,creativity,design
2019,SheenaIyengar_2010G.stm,/talks/sheena_iyengar_the_art_of_choosing,The art of choosing,Sheena Iyengar,2010-07-26,24M8S,business,culture,decision-making
2020,SheenaIyengar_2011S.stm,/talks/sheena_iyengar_how_to_make_choosing_easier,How to make choosing easier,Sheena Iyengar,2012-01-19,16M5S,business,culture,decision-making
2021,SheikhaAlMayassa_2010W.stm,/talks/sheikha_al_mayassa_globalizing_the_local_localizing_the_global,"Globalizing the local, localizing the global",Sheikha Al Mayassa,2012-02-08,10M53S,Islam,Middle East,art
2022,SheilaNirenberg_2011P.stm,/talks/sheila_nirenberg_a_prosthetic_eye_to_treat_blindness,A prosthetic eye to treat blindness,Sheila Nirenberg,2011-12-20,10M1S,medical research,medicine,science
2023,SheilaPatek_2004.stm,/talks/kevin_kelly_how_technology_evolves,How technology evolves,Kevin Kelly,2006-11-14,20M,culture,evolution,future
2024,ShekharKapur_2009I.stm,/talks/shekhar_kapur_we_are_the_stories_we_tell_ourselves,We are the stories we tell ourselves,Shekhar Kapur,2010-03-19,21M14S,creativity,entertainment,film
2025,ShereenElFeki_2009G.stm,/talks/shereen_el_feki_pop_culture_in_the_arab_world,Pop culture in the Arab world,Shereen El Feki,2009-12-11,5M5S,Egypt,culture,entertainment
2026,ShereenElFeki_2012S.stm,/talks/shereen_el_feki_hiv_how_to_fight_an_epidemic_of_bad_laws,HIV -- how to fight an epidemic of bad laws,Shereen El Feki,2012-05-24,15M28S,AIDS,TEDx,global issues
2027,ShereenElFeki_2013G.stm,/talks/shereen_el_feki_a_little_told_tale_of_sex_and_sensuality,A little-told tale of sex and sensuality,Shereen El Feki,2014-01-21,16M10S,Egypt,Middle East,TED Fellows
2028,SherryTurkle_2012.stm,/talks/sherry_turkle_connected_but_alone,"Connected, but alone?",Sherry Turkle,2012-04-03,19M48S,AI,communication,community
2029,SherwinNuland_2001.stm,/talks/sherwin_nuland_how_electroshock_therapy_changed_me,How electroshock therapy changed me,Sherwin Nuland,2007-10-30,22M18S,brain,depression,health care
2030,SherwinNuland_2003.stm,/talks/sherwin_nuland_the_extraordinary_power_of_ordinary_people,The extraordinary power of ordinary people,Sherwin Nuland,2009-01-23,12M36S,philanthropy,philosophy,writing
2031,SherylSandberg_2010W.stm,/talks/halla_tomasdottir_a_feminine_response_to_iceland_s_financial_crash,A feminine response to Iceland's financial crash,Halla Tómasdóttir,2010-12-08,9M45S,business,feminism,politics
2032,SherylSandberg_2013W.stm,/talks/sheryl_sandberg_so_we_leaned_in_now_what,So we leaned in ... now what?,Sheryl Sandberg,2014-01-15,16M56S,feminism,leadership,women
2033,SherylWuDunn_2010G.stm,/talks/sheryl_wudunn_our_century_s_greatest_injustice,Our century's greatest injustice,Sheryl WuDunn,2010-08-17,18M22S,Slavery,economics,education
2034,ShigeruBan_2013X.stm,/talks/shigeru_ban_emergency_shelters_made_from_paper,Emergency shelters made from paper,Shigeru Ban,2013-08-13,11M42S,TEDx,architecture,natural disaster
2035,ShihChiehHuang_2014U.stm,/talks/shih_chieh_huang_sculptures_that_d_be_at_home_in_the_deep_sea,Sculptures that’d be at home in the deep sea,Shih Chieh Huang,2014-07-16,5M14S,TED Fellows,art,ocean
2036,ShiloSuleman_2011P.stm,/talks/shilo_shiv_suleman_using_tech_to_enable_dreaming,Using tech to enable dreaming,Shilo Shiv Suleman,2012-02-22,7M36S,art,creativity,Best of the Web
2037,ShimonSchocken_2010X.stm,/talks/shimon_schocken_what_a_bike_ride_can_teach_you,What a bike ride can teach you,Shimon Schocken,2010-11-17,15M46S,TEDx,education,leadership
2038,ShimonSchocken_2012G.stm,/talks/shimon_schocken_the_self_organizing_computer_course,The self-organizing computer course,Shimon Schocken,2012-10-04,16M25S,computers,education,technology
2039,ShimonSteinberg_2010X.stm,/talks/shimon_steinberg_natural_pest_control_using_bugs,Natural pest control ... using bugs!,Shimon Steinberg,2010-10-28,15M23S,TEDx,agriculture,insects
2040,ShirinNeshat_2010W.stm,/talks/shirin_neshat_art_in_exile,Art in exile,Shirin Neshat,2011-05-25,10M44S,film,global issues,photography
2041,ShivaniSiroya_2016U.stm,/talks/shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet,A smart loan for people with no credit history (yet),Shivani Siroya,2016-04-25,8M11S,business,community,finance
2042,ShlomoBenartzi_2011S.stm,/talks/shlomo_benartzi_saving_for_tomorrow_tomorrow,"Saving for tomorrow, tomorrow",Shlomo Benartzi,2012-02-23,17M45S,behavioral economics,economics,money
2043,ShondaRhimes_2016.stm,/talks/shonda_rhimes_my_year_of_saying_yes_to_everything,My year of saying yes to everything,Shonda Rhimes,2016-02-17,18M44S,culture,creativity,decision-making
2044,ShubhenduSharma_2014U.stm,/talks/shubhendu_sharma_an_engineer_s_vision_for_tiny_forests_everywhere,"An engineer's vision for tiny forests, everywhere",Shubhendu Sharma,2014-09-04,4M22S,TED Fellows,engineering,nature
2045,ShubhenduSharma_2016S.stm,/talks/shubhendu_sharma_how_to_grow_a_forest_in_your_backyard,How to grow a forest in your backyard,Shubhendu Sharma,2016-07-14,9M11S,botany,cities,design
2046,ShuklaBose_2009I.stm,/talks/shukla_bose_teaching_one_child_at_a_time,Teaching one child at a time,Shukla Bose,2010-03-30,16M23S,education,poverty,teaching
2047,ShyamSankar_2012G.stm,/talks/shyam_sankar_the_rise_of_human_computer_cooperation,The rise of human-computer cooperation,Shyam Sankar,2012-09-06,12M12S,AI,algorithm,computers
2048,SiamakHariri_2017S.stm,/talks/siamak_hariri_how_do_you_build_a_sacred_space,How do you build a sacred space?,Siamak Hariri,2017-04-17,12M46S,architecture,art,design
2049,SiddharthaMukherjee_2015.stm,/talks/siddhartha_mukherjee_soon_we_ll_cure_diseases_with_a_cell_not_a_pill,"Soon we'll cure diseases with a cell, not a pill",Siddhartha Mukherjee,2015-10-06,17M35S,disease,future,health
2050,SiddharthanChandran_2013G.stm,/talks/siddharthan_chandran_can_the_damaged_brain_repair_itself,Can the damaged brain repair itself?,Siddharthan Chandran,2014-02-24,15M57S,brain,health,neuroscience
2051,SiddharthaRoy_2016X.stm,/talks/siddhartha_roy_science_in_service_to_the_public_good,Science in service to the public good,Siddhartha Roy,2017-04-25,14M33S,science,activism,public health
2052,SiegfriedWoldhek_2008.stm,/talks/siegfried_woldhek_the_search_for_the_true_face_of_leonardo,The search for the true face of Leonardo,Siegfried Woldhek,2008-04-01,4M24S,art,demo,design
2053,SimonAnholt_2014S.stm,/talks/simon_anholt_which_country_does_the_most_good_for_the_world,Which country does the most good for the world?,Simon Anholt,2014-07-02,17M54S,global issues,government,policy
2054,SimonAnholt_2016X.stm,/talks/simon_anholt_who_would_the_rest_of_the_world_vote_for_in_your_country_s_election,Who would the rest of the world vote for in your country's election?,Simon Anholt,2017-03-23,14M55S,collaboration,communication,community
2055,SimonBerrow_2010X.stm,/talks/simon_berrow_how_do_you_save_a_shark_you_know_nothing_about,How do you save a shark you know nothing about?,Simon Berrow,2012-02-16,16M46S,TEDx,biology,environment
2056,SimonLewis_2010P.stm,/talks/simon_lewis_don_t_take_consciousness_for_granted,Don't take consciousness for granted,Simon Lewis,2011-07-07,22M17S,consciousness,medicine,technology
2057,SimonSinek_2009X.stm,/talks/seth_berkley_hiv_and_flu_the_vaccine_strategy,HIV and flu -- the vaccine strategy,Seth Berkley,2010-05-27,21M5S,AIDS,Vaccines,global issues
2058,SimonSinek_2014.stm,/talks/simon_sinek_why_good_leaders_make_you_feel_safe,Why good leaders make you feel safe,Simon Sinek,2014-05-19,11M59S,business,leadership,military
2059,SirenaHuang_2006.stm,/talks/sirena_huang_an_11_year_old_s_magical_violin,An 11-year-old's magical violin,Sirena Huang,2006-08-08,24M41S,entertainment,music,performance
2060,SirKenRobinson_2006.stm,/talks/maira_kalman_the_illustrated_woman,The illustrated woman,Maira Kalman,2007-10-16,17M30S,art,culture,design
2061,SirKenRobinson_2010.stm,/talks/sir_ken_robinson_bring_on_the_learning_revolution,Bring on the learning revolution!,Sir Ken Robinson,2010-05-24,16M48S,creativity,education,invention
2062,SirKenRobinson_2013S.stm,/talks/sir_ken_robinson_how_to_escape_education_s_death_valley,How to escape education's death valley,Sir Ken Robinson,2013-05-10,19M11S,culture,education,teaching
2063,SirMartinRees_2014U.stm,/talks/martin_rees_can_we_prevent_the_end_of_the_world,Can we prevent the end of the world?,Martin Rees,2014-08-25,6M52S,future,humanity,science
2064,SisonkeMsimang_2016W.stm,/talks/sisonke_msimang_if_a_story_moves_you_act_on_it,"If a story moves you, act on it",Sisonke Msimang,2017-01-13,12M46S,activism,Africa,communication
2065,SitawaWafula_2017S.stm,/talks/sitawa_wafula_why_i_speak_up_about_living_with_epilepsy,Why I speak up about living with epilepsy,Sitawa Wafula,2017-05-23,8M29S,communication,community,identity
2066,SiyandaMohutsiwa_2016.stm,/talks/siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter,How young Africans found a voice on Twitter,Siyanda Mohutsiwa,2016-03-24,14M22S,Africa,democracy,community
2067,SkylarTibbits_2011U.stm,/talks/skylar_tibbits_can_we_make_things_that_make_themselves,Can we make things that make themselves?,Skylar Tibbits,2011-09-01,6M4S,TED Fellows,design,technology
2068,SkylarTibbits_2013U.stm,/talks/skylar_tibbits_the_emergence_of_4d_printing,"The emergence of ""4D printing""",Skylar Tibbits,2013-04-04,8M22S,TED Fellows,design,industrial design
2069,SleepyManBanjoBoys_2013.stm,/talks/sleepy_man_banjo_boys_bluegrass_virtuosity_from_new_jersey,Bluegrass virtuosity from ... New Jersey?,Sleepy Man Banjo Boys,2013-07-05,8M47S,entertainment,music,performance
2070,SofiaJawedWessel_2016X.stm,/talks/sofia_jawed_wessel_the_lies_we_tell_pregnant_women,The lies we tell pregnant women,Sofia Jawed-Wessel,2017-01-06,14M56S,communication,feminism,family
2071,SonaarLuthra_2011G.stm,/talks/sonaar_luthra_meet_the_water_canary,Meet the Water Canary,Sonaar Luthra,2012-01-16,3M37S,TED Fellows,design,technology
2072,SoniaShah_2013G.stm,/talks/sonia_shah_3_reasons_we_still_haven_t_gotten_rid_of_malaria,3 reasons we still haven’t gotten rid of malaria,Sonia Shah,2013-09-12,15M18S,disease,global issues,history
2073,SophalEar_2009U.stm,/talks/sophal_ear_escaping_the_khmer_rouge,Escaping the Khmer Rouge,Sophal Ear,2009-07-08,5M57S,Asia,storytelling,war
2074,SophieScott_2015.stm,/talks/sophie_scott_why_we_laugh,Why we laugh,Sophie Scott,2015-04-30,17M4S,cognitive science,humor,neuroscience
2075,SpencerWells_2007G.stm,/talks/spencer_wells_a_family_tree_for_humanity,A family tree for humanity,Spencer Wells,2008-08-18,20M53S,Africa,DNA,anthropology
2076,SrdjaPopovic_2011X.stm,/talks/srdja_popovic_how_to_topple_a_dictator,How to topple a dictator,Srdja Popovic,2011-12-05,12M2S,Egypt,TEDx,activism
2077,SrikumarRao_2009S.stm,/talks/srikumar_rao_plug_into_your_hard_wired_happiness,Plug into your hard-wired happiness,Srikumar Rao,2019-04-23,18M12S,business,happiness,psychology
2078,SriSwamiDayanandaSaraswati_2009P.stm,/talks/dayananda_saraswati_the_profound_journey_of_compassion,The profound journey of compassion,Dayananda Saraswati,2008-10-31,16M54S,compassion,global issues,religion
2079,StaceyKramer_2010.stm,/talks/stacey_kramer_the_best_gift_i_ever_survived,The best gift I ever survived,Stacey Kramer,2010-10-08,3M17S,cancer,medicine,personal growth
2080,StacySmith_2016W.stm,/talks/stacy_smith_the_data_behind_hollywood_s_sexism,The data behind Hollywood's sexism,Stacy Smith,2017-02-24,15M44S,activism,art,business
2081,StanleyMcChrystal_2011.stm,/talks/stanley_mcchrystal_listen_learn_then_lead,"Listen, learn ... then lead",Stanley McChrystal,2011-04-05,15M38S,culture,global issues,leadership
2082,StanleyMcChrystal_2014U.stm,/talks/stanley_mcchrystal_the_military_case_for_sharing_knowledge,The military case for sharing knowledge,Stanley McChrystal,2014-05-07,6M44S,collaboration,military,war
2083,StefanaBroadbent_2009G.stm,/talks/stefana_broadbent_how_the_internet_enables_intimacy,How the Internet enables intimacy,Stefana Broadbent,2009-11-02,8M51S,anthropology,humanity,love
2084,StefanLarsson_2013S.stm,/talks/stefan_larsson_what_doctors_can_learn_from_each_other,What doctors can learn from each other,Stefan Larsson,2013-11-14,12M56S,health,health care,medical research
2085,StefanoMancuso_2010G.stm,/talks/stefano_mancuso_the_roots_of_plant_intelligence,The roots of plant intelligence,Stefano Mancuso,2010-10-11,13M50S,biology,collaboration,science
2086,StefanSagmeister_2004.stm,/talks/al_gore_averting_the_climate_crisis,Averting the climate crisis,Al Gore,2006-06-27,16M17S,climate change,culture,environment
2087,StefanSagmeister_2008.stm,/talks/stefan_sagmeister_things_i_ve_learned_in_my_life_so_far,Things I've learned in my life so far,Stefan Sagmeister,2008-09-30,4M45S,art,design,education
2088,StefanSagmeister_2009G.stm,/talks/stefan_sagmeister_the_power_of_time_off,The power of time off,Stefan Sagmeister,2009-10-02,17M40S,art,creativity,design
2089,StefanSagmeister_2010S.stm,/talks/stefan_sagmeister_7_rules_for_making_more_happiness,7 rules for making more happiness,Stefan Sagmeister,2011-06-01,9M33S,design,film,happiness
2090,StefanWolff_2010G.stm,/talks/stefan_wolff_the_path_to_ending_ethnic_conflicts,The path to ending ethnic conflicts,Stefan Wolff,2010-11-09,17M35S,Africa,violence,war
2091,StefonHarris_2011S.stm,/talks/eames_demetrios_the_design_genius_of_charles_ray_eames,The design genius of Charles + Ray Eames,Eames Demetrios,2009-07-06,15M8S,creativity,design,film
2092,StellaYoung_2014X.stm,/talks/stella_young_i_m_not_your_inspiration_thank_you_very_much,"I'm not your inspiration, thank you very much",Stella Young,2014-06-09,9M16S,TEDx,activism,disability
2093,StephanieBusari_2017S.stm,/talks/stephanie_busari_how_fake_news_does_real_harm,How fake news does real harm,Stephanie Busari,2017-04-24,6M26S,Africa,communication,community
2094,StephenBurt_2013G.stm,/talks/stephen_burt_why_people_need_poetry,Why people need poetry,Stephen Burt,2014-06-04,13M12S,culture,language,poetry
2095,StephenCave_2013X.stm,/talks/stephen_cave_the_4_stories_we_tell_ourselves_about_death,The 4 stories we tell ourselves about death,Stephen Cave,2013-12-12,15M33S,TEDx,culture,death
2096,StephenColeman_2011X.stm,/talks/stephen_coleman_non_lethal_weapons_a_moral_hazard,"Non-lethal weapons, a moral hazard?",Stephen Coleman,2012-02-07,17M32S,TEDx,corruption,culture
2097,StephenFriend_2014.stm,/talks/stephen_friend_the_hunt_for_unexpected_genetic_heroes,"The hunt for ""unexpected genetic heroes""",Stephen Friend,2014-05-29,10M39S,biology,data,disease
2098,StephenHawking_2008.stm,/talks/stephen_hawking_questioning_the_universe,Questioning the universe,Stephen Hawking,2008-04-04,10M12S,String theory,evolution,math
2099,StephenLawler_2007.stm,/talks/joseph_pine_what_consumers_want,What consumers want,Joseph Pine,2009-01-15,14M19S,business,consumerism,creativity
2100,StephenPalumbi_2010Z.stm,/talks/margaret_wertheim_the_beautiful_math_of_coral,The beautiful math of coral,Margaret Wertheim,2009-04-20,15M33S,art,design,math
2101,StephenPetranek_2002.stm,/talks/stephen_petranek_10_ways_the_world_could_end,10 ways the world could end,Stephen Petranek,2007-09-25,29M42S,climate change,future,global issues
2102,StephenPetranek_2015.stm,/talks/stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive,Your kids might live on Mars. Here's how they'll survive,Stephen Petranek,2016-04-12,17M14S,architecture,engineering,environment
2103,StephenRitz_2012X.stm,/talks/stephen_ritz_a_teacher_growing_green_in_the_south_bronx,A teacher growing green in the South Bronx,Stephen Ritz,2012-07-31,13M59S,TEDx,business,education
2104,StephenWilkes_2016.stm,/talks/stephen_wilkes_the_passing_of_time_caught_in_a_single_photo,"The passing of time, caught in a single photo",Stephen Wilkes,2016-06-03,12M36S,Africa,beauty,environment
2105,StephenWolfram_2010.stm,/talks/stephen_wolfram_computing_a_theory_of_all_knowledge,Computing a theory of all knowledge,Stephen Wolfram,2010-04-27,19M58S,String theory,biology,computers
2106,SteveHoward_2013G.stm,/talks/steve_howard_let_s_go_all_in_on_selling_sustainability,Let's go all-in on selling sustainability,Steve Howard,2013-10-21,13M18S,business,culture,design
2107,SteveJurvetson_2007.stm,/talks/steve_jurvetson_model_rocketry,Model rocketry,Steve Jurvetson,2008-02-27,3M22S,design,entertainment,parenting
2108,SteveKeil_2011X.stm,/talks/steve_keil_a_manifesto_for_play_for_bulgaria_and_beyond,"A manifesto for play, for Bulgaria and beyond",Steve Keil,2011-06-15,17M56S,Europe,TEDx,business
2109,StevenAddis_2012.stm,/talks/steven_addis_a_father_daughter_bond_one_photo_at_a_time,"A father-daughter bond, one photo at a time",Steven Addis,2012-12-19,3M38S,parenting,photography,kids
2110,StevenCowley_2009G.stm,/talks/steven_cowley_fusion_is_energy_s_future,Fusion is energy's future,Steven Cowley,2009-12-22,9M54S,climate change,energy,environment
